County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
Yakima,Yakima,WA,98908,2023,FORD,ESCAPE,0,1,37,0,14,256142323,-120.611068 46.596645,PACIFICORP,53077000904
Kitsap,Bremerton,WA,98310,2011,NISSAN,LEAF,1,1,73,0,23,138722370,-122.6231895 47.5930874,PUGET SOUND ENERGY INC,53035091900
Snohomish,Everett,WA,98203,2019,TESLA,MODEL 3,1,1,220,0,38,245882024,-122.225874 47.945309,PUGET SOUND ENERGY INC,53061041202
Grant,Moses Lake,WA,98837,2020,TESLA,MODEL 3,1,1,322,0,13,265337348,-119.2958738 47.1384772,PUD NO 2 OF GRANT COUNTY,53025011101
Kitsap,Bremerton,WA,98312,2015,TESLA,MODEL S,1,1,208,0,35,185677908,-122.6961203 47.5759584,PUGET SOUND ENERGY INC,53035091400
King,Enumclaw,WA,98022,2024,TESLA,MODEL 3,1,3,0,0,31,265714522,-121.99136 47.20433,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031400
Clark,Vancouver,WA,98682,2019,AUDI,E-TRON,1,1,204,0,17,216551751,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040713
Kitsap,Bainbridge Island,WA,98110,2018,CHEVROLET,VOLT,0,1,53,0,23,195582033,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035091002
King,Bellevue,WA,98004,2024,FORD,ESCAPE,0,1,37,0,41,261758010,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023801
King,Seattle,WA,98101,2012,CHEVROLET,VOLT,0,1,35,0,43,258283546,-122.3340795 47.6099315,CITY OF SEATTLEWACITY OF TACOMAWA,53033008401
King,Bellevue,WA,98005,2022,VOLVO,XC90,0,1,35,0,48,245317852,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,228729973,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Burien,WA,98166,2020,AUDI,Q5 E,0,2,20,0,34,116771819,-122.3472273 47.4568458,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033027901
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,238570426,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98177,2022,BMW,I4,1,3,0,0,36,214889958,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
King,Bellevue,WA,98004,2022,TESLA,MODEL 3,1,3,0,0,41,182650352,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Redmond,WA,98052,2024,VOLVO,XC40,1,3,0,0,48,267838686,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022606
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,230280445,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Bellevue,WA,98007,2021,TESLA,MODEL Y,1,3,0,0,41,267231513,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023604
King,Bellevue,WA,98007,2017,NISSAN,LEAF,1,1,107,0,41,350277854,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023401
Kitsap,Bainbridge Island,WA,98110,2016,FORD,C-MAX,0,2,19,0,23,200030435,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035091002
King,Kirkland,WA,98034,2020,TESLA,MODEL 3,1,1,266,0,45,227139937,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,1,3,0,0,21,240605081,-122.29943 47.912654,PUGET SOUND ENERGY INC,53061042005
King,Kirkland,WA,98034,2023,BMW,X5,0,1,30,0,45,219083427,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022003
King,Snoqualmie,WA,98065,2024,TESLA,MODEL 3,1,3,0,0,5,269851466,-121.8472211 47.5204834,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032603
King,Kirkland,WA,98034,2022,KIA,SORENTO,0,1,32,0,45,187370949,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Federal Way,WA,98023,2023,TESLA,MODEL Y,1,3,0,0,30,244385550,-122.3581348 47.3097552,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030308
King,Kent,WA,98031,2021,TESLA,MODEL Y,1,3,0,0,47,133756654,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029407
King,Seattle,WA,98112,2024,NISSAN,ARIYA,1,3,0,0,43,266967333,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033007502
King,Auburn,WA,98092,2024,TESLA,MODEL Y,1,3,0,0,47,267534130,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029602
King,Kent,WA,98030,2023,TESLA,MODEL Y,1,3,0,0,47,253147261,-122.1994204 47.3741045,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029507
King,Bellevue,WA,98004,2019,TESLA,MODEL 3,1,1,220,0,41,258294725,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023902
King,Seattle,WA,98116,2015,NISSAN,LEAF,1,1,84,0,34,177108851,-122.395519 47.572137,CITY OF SEATTLEWACITY OF TACOMAWA,53033009600
Clark,Vancouver,WA,98683,2016,FORD,FUSION,0,2,19,0,17,193113574,-122.515805 45.604689,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041322
King,Clyde Hill,WA,98004,2022,TESLA,MODEL Y,1,3,0,0,48,207103487,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024100
Thurston,Yelm,WA,98597,2023,VOLKSWAGEN,ID.4,1,3,0,0,2,245447030,-122.60735 46.94239,PUGET SOUND ENERGY INC,53067012532
King,Kirkland,WA,98034,2019,NISSAN,LEAF,1,1,150,0,1,102032073,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022201
King,Newcastle,WA,98059,2023,MERCEDES-BENZ,EQE-CLASS SUV,1,3,0,0,41,251055850,-122.134502 47.492627,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025005
King,Kirkland,WA,98034,2020,BMW,I3,1,1,153,0,1,267977216,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022205
King,Seattle,WA,98125,2023,HYUNDAI,IONIQ 5,1,3,0,0,46,238647846,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,1,3,0,0,45,241581910,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Seattle,WA,98146,2016,VOLKSWAGEN,E-GOLF,1,1,83,0,34,306589811,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033012100
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,244469606,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Vancouver,WA,98682,2024,TESLA,MODEL Y,1,3,0,0,17,262606410,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040706
Cowlitz,Kelso,WA,98626,2021,HONDA,CLARITY,0,1,47,0,20,185522732,-122.8902296 46.1351011,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015001700
Clark,Vancouver,WA,98685,2021,TESLA,MODEL Y,1,3,0,0,18,213534954,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040910
King,Seattle,WA,98112,2023,TESLA,MODEL 3,1,3,0,0,43,254916532,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006400
King,Bellevue,WA,98005,2022,AUDI,E-TRON,1,3,0,0,41,207246679,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023500
King,Burien,WA,98166,2022,BMW,IX,1,3,0,0,34,207037022,-122.3472273 47.4568458,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033027600
King,Bellevue,WA,98007,2018,HYUNDAI,IONIQ,0,2,29,0,48,258757782,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023201
King,Seattle,WA,98122,2024,TESLA,MODEL 3,1,3,0,0,43,264683135,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007503
King,Seattle,WA,98112,2023,TESLA,MODEL S,1,3,0,0,43,259869788,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006500
King,Kirkland,WA,98034,2022,VOLVO,XC60,0,1,35,0,45,214881236,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021905
King,Bellevue,WA,98004,2023,TESLA,MODEL 3,1,3,0,0,48,224670414,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024002
King,Seattle,WA,98122,2022,TESLA,MODEL Y,1,3,0,0,37,220232771,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007902
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,1,3,0,0,48,150076181,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Bellevue,WA,98006,2020,TESLA,MODEL 3,1,1,308,0,41,193085385,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024701
King,Kenmore,WA,98028,2021,TESLA,MODEL 3,1,3,0,0,46,271869972,-122.2478069 47.75817,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022102
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,1,3,0,0,48,211169647,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Seattle,WA,98178,2013,NISSAN,LEAF,1,1,75,0,37,166897503,-122.2453 47.499708,CITY OF SEATTLEWACITY OF TACOMAWA,53033011901
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,1,3,0,0,45,161911690,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
Clark,Vancouver,WA,98685,2019,TESLA,MODEL 3,1,1,220,0,49,232889919,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040904
Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,1,1,220,0,23,447111199,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Burien,WA,98168,2024,JEEP,WRANGLER,0,2,21,0,33,259117764,-122.297205 47.486649,CITY OF SEATTLEWACITY OF TACOMAWA,53033027400
King,Redmond,WA,98052,2021,TESLA,MODEL Y,1,3,0,0,45,166102751,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Seattle,WA,98102,2018,TESLA,MODEL S,1,1,249,0,43,476259374,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033006500
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,0,2,21,0,11,261754678,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Brush Prairie,WA,98606,2024,TESLA,MODEL Y,1,3,0,0,17,264510550,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040709
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,229306556,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Bellevue,WA,98004,2023,BMW,330E,0,2,20,0,41,227420385,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023807
King,Bellevue,WA,98005,2020,TESLA,MODEL 3,1,1,322,0,41,7931661,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023500
King,Tukwila,WA,98188,2023,SUBARU,SOLTERRA,1,3,0,0,11,244914029,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98133,2021,VOLKSWAGEN,ID.4,1,3,0,0,32,193933302,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
King,Redmond,WA,98052,2022,NISSAN,LEAF,1,3,0,0,48,205859062,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022803
Yakima,Selah,WA,98942,2022,CHRYSLER,PACIFICA,0,1,32,0,15,227434189,-120.5517376 46.6678647,PACIFICORP,53077003200
King,Tukwila,WA,98188,2023,MITSUBISHI,OUTLANDER,0,1,38,0,11,253489624,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,1,1,215,0,48,475740716,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022703
King,Burien,WA,98168,2023,FORD,MUSTANG MACH-E,1,3,0,0,33,263224384,-122.297205 47.486649,CITY OF SEATTLEWACITY OF TACOMAWA,53033027400
King,Kirkland,WA,98034,2025,BMW,IX,1,3,0,0,1,272720164,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022201
King,Seattle,WA,98125,2021,CHEVROLET,BOLT EV,1,3,0,0,46,265315858,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000202
King,Shoreline,WA,98133,2023,FORD,MUSTANG MACH-E,1,3,0,0,32,265052777,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033021000
King,Seattle,WA,98133,2023,CHEVROLET,BOLT EV,1,3,0,0,46,228078518,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000602
Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,1,1,151,0,22,350109966,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067010600
King,Bellevue,WA,98007,2023,TESLA,MODEL 3,1,3,0,0,48,260354860,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023300
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,1,3,0,0,41,179069348,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025001
King,Federal Way,WA,98023,2023,TESLA,MODEL 3,1,3,0,0,30,233862646,-122.3581348 47.3097552,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030304
King,Seattle,WA,98106,2024,KIA,EV9,1,3,0,0,34,267803063,-122.3570816 47.5337116,CITY OF SEATTLEWACITY OF TACOMAWA,53033010800
Kitsap,Port Orchard,WA,98366,2024,KIA,EV9,1,3,0,0,26,269862673,-122.63847 47.54103,PUGET SOUND ENERGY INC,53035092300
King,Lake Forest Park,WA,98155,2024,TOYOTA,RAV4 PRIME,0,1,42,0,46,268463415,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021400
King,Redmond,WA,98052,2024,JEEP,WRANGLER,0,2,21,0,45,260048449,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032324
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237944563,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Sammamish,WA,98074,2012,TESLA,MODEL S,1,1,265,59900,45,264362836,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032217
King,Seattle,WA,98125,2022,TESLA,MODEL 3,1,3,0,0,46,214875846,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033001202
King,Seattle,WA,98177,2022,TESLA,MODEL X,1,3,0,0,36,207052730,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
Thurston,Olympia,WA,98502,2023,CHEVROLET,BOLT EUV,1,3,0,0,22,230832906,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067010600
Clark,Vancouver,WA,98685,2017,FIAT,500,1,1,84,0,18,179025710,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040904
King,Seattle,WA,98125,2013,NISSAN,LEAF,1,1,75,0,46,251907575,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000102
King,Kirkland,WA,98033,2022,VOLVO,XC90,0,2,18,0,45,265534482,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
Clark,Camas,WA,98607,2022,TESLA,MODEL Y,1,3,0,0,18,211382790,-122.4220033 45.6092439,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041325
Kitsap,Bainbridge Island,WA,98110,2024,HYUNDAI,IONIQ 6,1,3,0,0,23,269353570,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Kirkland,WA,98034,2018,TESLA,MODEL 3,1,1,215,0,45,169233081,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,1,1,215,0,41,254562017,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024904
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,1,3,0,0,45,148970573,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022401
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,1,3,0,0,41,166966796,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023807
King,Redmond,WA,98052,2023,TESLA,MODEL Y,1,3,0,0,45,260975473,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Renton,WA,98058,2023,SUBARU,SOLTERRA,1,3,0,0,11,254762630,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025702
King,Bothell,WA,98011,2023,TESLA,MODEL Y,1,3,0,0,1,260681599,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021804
King,Kirkland,WA,98034,2016,KIA,SOUL,1,1,93,31950,45,211688172,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,251422111,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Bellevue,WA,98008,2022,TESLA,MODEL 3,1,3,0,0,48,211280569,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023403
King,Seattle,WA,98125,2022,TESLA,MODEL 3,1,3,0,0,46,207695645,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000601
King,Seattle,WA,98112,2017,TESLA,MODEL S,1,1,210,0,37,258267586,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033007800
Clark,Vancouver,WA,98664,2023,BMW,330E,0,2,20,0,49,237922667,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
King,Seattle,WA,98101,2018,BMW,330E,0,2,14,45600,43,226065059,-122.3340795 47.6099315,CITY OF SEATTLEWACITY OF TACOMAWA,53033008401
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,0,2,21,0,11,261517238,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Bellevue,WA,98004,2019,TESLA,MODEL 3,1,1,220,0,41,168387362,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023808
King,Kirkland,WA,98034,2022,TESLA,MODEL 3,1,3,0,0,45,194446423,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022003
Kitsap,Bainbridge Island,WA,98110,2021,TESLA,MODEL Y,1,3,0,0,23,166489781,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Des Moines,WA,98198,2016,TESLA,MODEL S,1,1,210,0,30,163520710,-122.3145447 47.3984346,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030003
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237654609,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98033,2024,TESLA,MODEL 3,1,3,0,0,48,268165656,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Bellevue,WA,98005,2025,RIVIAN,R1S,1,3,0,0,41,271093315,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023604
King,Newcastle,WA,98059,2024,TESLA,MODEL Y,1,3,0,0,41,267687962,-122.134502 47.492627,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025005
King,Seattle,WA,98122,2022,AUDI,Q4,1,3,0,0,37,220628978,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007700
King,Bellevue,WA,98004,2024,PORSCHE,CAYENNE,0,1,56,0,48,267269831,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023806
King,Seattle,WA,98125,2023,TOYOTA,RAV4 PRIME,0,1,42,0,46,245536336,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033001000
King,Redmond,WA,98052,2015,TESLA,MODEL S,1,1,208,0,45,144710730,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Bellevue,WA,98006,2021,TESLA,MODEL 3,1,3,0,0,41,166445695,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024904
King,Seattle,WA,98177,2024,BMW,I4,1,3,0,0,32,271383941,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Kirkland,WA,98033,2022,AUDI,E-TRON,1,3,0,0,48,205822410,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Seattle,WA,98125,2024,TOYOTA,PRIUS PRIME,0,1,39,0,46,270804243,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000102
Thurston,Olympia,WA,98512,2017,CHEVROLET,VOLT,0,1,53,0,35,270543290,-122.957046 46.991391,PUGET SOUND ENERGY INC,53067011821
Snohomish,Mukilteo,WA,98275,2016,TESLA,MODEL X,1,1,200,0,21,121078422,-122.29943 47.912654,PUGET SOUND ENERGY INC,53061042005
King,Bellevue,WA,98004,2022,PORSCHE,TAYCAN,1,3,0,0,48,190252541,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024002
King,Bellevue,WA,98005,2023,TESLA,MODEL Y,1,3,0,0,41,253816461,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023500
King,Seattle,WA,98122,2020,KIA,NIRO,1,1,239,0,37,148553954,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033008600
Clark,Vancouver,WA,98660,2023,HYUNDAI,IONIQ 5,1,3,0,0,49,236698059,-122.67156 45.63248,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011042100
King,Kirkland,WA,98034,2019,TESLA,MODEL S,1,1,270,0,1,477598341,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Kirkland,WA,98033,2022,KIA,EV6,1,3,0,0,48,194101953,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Redmond,WA,98052,2024,TESLA,MODEL Y,1,3,0,0,45,263832642,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
Kitsap,Bainbridge Island,WA,98110,2024,AUDI,Q5 E,0,2,23,0,23,269429793,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Auburn,WA,98092,2024,JEEP,GRAND CHEROKEE,0,2,25,0,47,261831839,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031207
King,Seattle,WA,98125,2017,FORD,FUSION,0,2,21,0,46,220798189,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033001100
King,Seattle,WA,98133,2012,CHEVROLET,VOLT,0,1,35,0,32,211353859,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033001300
King,Bellevue,WA,98004,2023,BMW,X5,0,1,30,0,41,232790281,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Kirkland,WA,98033,2019,BMW,I3,0,1,126,0,48,228106371,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022502
Cowlitz,Castle Rock,WA,98611,2020,CHEVROLET,BOLT EV,1,1,259,0,20,143803285,-122.893877 46.2844051,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015002004
King,Seattle,WA,98125,2019,NISSAN,LEAF,1,1,150,0,46,102881306,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,1,3,0,0,48,161789092,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024002
King,Seattle,WA,98122,2016,NISSAN,LEAF,1,1,84,0,37,123750616,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007700
King,Sammamish,WA,98074,2022,TESLA,MODEL S,1,3,0,0,45,187618742,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032225
King,Bellevue,WA,98006,2022,BMW,X5,0,1,30,0,41,193951495,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023902
King,Bellevue,WA,98004,2022,POLESTAR,PS2,1,3,0,0,48,231198222,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023805
Clark,Vancouver,WA,98682,2023,TESLA,MODEL 3,1,3,0,0,17,240557551,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041312
Yakima,Sunnyside,WA,98944,2022,TESLA,MODEL Y,1,3,0,0,15,194361709,-120.0061707 46.3264238,BONNEVILLE POWER ADMINISTRATIONPACIFICORPBENTON RURAL ELECTRIC ASSN,53077002005
King,Bellevue,WA,98005,2023,TESLA,MODEL S,1,3,0,0,41,228773758,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023500
King,Seattle,WA,98146,2015,NISSAN,LEAF,1,1,84,0,34,102800225,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033012100
King,Seattle,WA,98103,2023,KIA,NIRO,1,3,0,0,43,228635557,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033005000
King,Maple Valley,WA,98038,2022,TESLA,MODEL Y,1,3,0,0,5,219544433,-122.0310296 47.3861675,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031604
